"comando";"tipo";"regiao";"tamanho";"threads";"rodada";"init";"allocate";"mandelbrot";"write";"total";"qnt"
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 1 ";"PTH";2;8192;1;7;0,00001;1,45310;32,34809;1,11468;34,91588;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 8192 1 ";"OMP";2;8192;1;8;0,00001;1,49486;32,20129;0,84645;34,54261;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 1 ";"PTH";2;8192;1;8;0,00001;1,40091;32,30579;1,27758;34,98430;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 8192 1 ";"OMP";2;8192;1;9;0,00001;1,39544;32,23288;0,86763;34,49596;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 1 ";"PTH";2;8192;1;9;0,00001;1,46235;32,26983;1,10699;34,83918;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 2 ";"OMP";2;16;2;0;0,00001;0,00000;0,00019;0,22315;0,22335;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 2 ";"PTH";2;16;2;0;0,00001;0,00003;0,00035;0,00008;0,00049;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 2 ";"OMP";2;16;2;1;0,00001;0,00000;0,00021;0,00866;0,00888;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 2 ";"PTH";2;16;2;1;0,00001;0,00003;0,00036;0,00010;0,00051;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 2 ";"OMP";2;16;2;2;0,00001;0,00000;0,00021;0,00010;0,00032;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 2 ";"PTH";2;16;2;2;0,00001;0,00003;0,00039;0,01353;0,01395;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 2 ";"OMP";2;16;2;3;0,00001;0,00001;0,00025;0,01720;0,01746;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 2 ";"PTH";2;16;2;3;0,00001;0,00004;0,00035;0,01374;0,01415;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 2 ";"OMP";2;16;2;4;0,00001;0,00000;0,00024;0,00731;0,00757;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 2 ";"PTH";2;16;2;4;0,00002;0,00004;0,00044;0,00738;0,00787;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 2 ";"OMP";2;16;2;5;0,00001;0,00001;0,00024;0,00007;0,00032;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 2 ";"PTH";2;16;2;5;0,00001;0,00003;0,00040;0,00009;0,00053;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 2 ";"OMP";2;16;2;6;0,00001;0,00000;0,00025;0,00443;0,00469;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 2 ";"PTH";2;16;2;6;0,00001;0,00003;0,00043;0,00726;0,00774;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 2 ";"OMP";2;16;2;7;0,00001;0,00000;0,00026;0,00009;0,00036;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 2 ";"PTH";2;16;2;7;0,00001;0,00003;0,00040;0,00602;0,00646;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 2 ";"OMP";2;16;2;8;0,00001;0,00000;0,00025;0,00776;0,00802;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 2 ";"PTH";2;16;2;8;0,00001;0,00003;0,00030;0,00010;0,00044;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 2 ";"OMP";2;16;2;9;0,00001;0,00001;0,00025;0,00008;0,00035;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 2 ";"PTH";2;16;2;9;0,00001;0,00003;0,00040;0,00451;0,00494;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 2 ";"OMP";2;32;2;0;0,00001;0,00002;0,00042;0,00718;0,00763;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 2 ";"PTH";2;32;2;0;0,00001;0,00004;0,00055;0,00007;0,00067;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 2 ";"OMP";2;32;2;1;0,00001;0,00002;0,00040;0,00008;0,00051;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 2 ";"PTH";2;32;2;1;0,00001;0,00004;0,00054;0,00007;0,00066;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 2 ";"OMP";2;32;2;2;0,00001;0,00002;0,00035;0,00005;0,00042;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 2 ";"PTH";2;32;2;2;0,00001;0,00004;0,00062;0,00006;0,00072;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 2 ";"OMP";2;32;2;3;0,00001;0,00002;0,00038;0,00005;0,00045;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 2 ";"PTH";2;32;2;3;0,00001;0,00004;0,00057;0,00006;0,00067;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 2 ";"OMP";2;32;2;4;0,00001;0,00002;0,00044;0,00020;0,00067;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 2 ";"PTH";2;32;2;4;0,00001;0,00007;0,00056;0,00009;0,00073;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 2 ";"OMP";2;32;2;5;0,00001;0,00002;0,00035;0,00006;0,00043;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 2 ";"PTH";2;32;2;5;0,00001;0,00004;0,00051;0,00007;0,00062;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 2 ";"OMP";2;32;2;6;0,00001;0,00002;0,00040;0,00006;0,00049;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 2 ";"PTH";2;32;2;6;0,00001;0,00004;0,00049;0,00005;0,00059;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 2 ";"OMP";2;32;2;7;0,00001;0,00001;0,00034;0,00005;0,00041;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 2 ";"PTH";2;32;2;7;0,00001;0,00003;0,00052;0,00009;0,00065;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 2 ";"OMP";2;32;2;8;0,00001;0,00002;0,00039;0,00006;0,00047;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 2 ";"PTH";2;32;2;8;0,00001;0,00004;0,00053;0,00006;0,00064;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 2 ";"OMP";2;32;2;9;0,00001;0,00004;0,00036;0,00015;0,00056;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 2 ";"PTH";2;32;2;9;0,00001;0,00004;0,00049;0,00007;0,00061;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 2 ";"OMP";2;64;2;0;0,00001;0,00008;0,00119;0,00013;0,00140;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 2 ";"PTH";2;64;2;0;0,00001;0,00008;0,00120;0,00011;0,00140;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 2 ";"OMP";2;64;2;1;0,00001;0,00007;0,00119;0,00010;0,00136;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 2 ";"PTH";2;64;2;1;0,00001;0,00009;0,00146;0,00018;0,00173;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 2 ";"OMP";2;64;2;2;0,00001;0,00007;0,00121;0,00011;0,00139;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 2 ";"PTH";2;64;2;2;0,00001;0,00009;0,00126;0,00013;0,00149;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 2 ";"OMP";2;64;2;3;0,00001;0,00007;0,00124;0,00011;0,00142;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 2 ";"PTH";2;64;2;3;0,00001;0,00009;0,00186;0,00011;0,00207;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 2 ";"OMP";2;64;2;4;0,00001;0,00006;0,00125;0,00012;0,00144;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 2 ";"PTH";2;64;2;4;0,00001;0,00009;0,00145;0,00011;0,00165;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 2 ";"OMP";2;64;2;5;0,00001;0,00008;0,00131;0,00020;0,00161;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 2 ";"PTH";2;64;2;5;0,00001;0,00010;0,00143;0,00016;0,00170;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 2 ";"OMP";2;64;2;6;0,00001;0,00011;0,00139;0,00015;0,00166;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 2 ";"PTH";2;64;2;6;0,00001;0,00010;0,00153;0,00018;0,00181;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 2 ";"OMP";2;64;2;7;0,00001;0,00007;0,00134;0,00012;0,00155;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 2 ";"PTH";2;64;2;7;0,00001;0,00011;0,00145;0,00022;0,00179;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 2 ";"OMP";2;64;2;8;0,00001;0,00008;0,00136;0,00016;0,00162;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 2 ";"PTH";2;64;2;8;0,00001;0,00011;0,00134;0,00015;0,00160;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 2 ";"OMP";2;64;2;9;0,00001;0,00007;0,00134;0,00016;0,00158;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 2 ";"PTH";2;64;2;9;0,00001;0,00014;0,00132;0,00016;0,00163;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 2 ";"OMP";2;128;2;0;0,00001;0,00029;0,00502;0,00040;0,00573;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 2 ";"PTH";2;128;2;0;0,00001;0,00033;0,00482;0,00037;0,00553;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 2 ";"OMP";2;128;2;1;0,00001;0,00030;0,00516;0,00056;0,00603;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 2 ";"PTH";2;128;2;1;0,00001;0,00037;0,00470;0,00035;0,00543;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 2 ";"OMP";2;128;2;2;0,00001;0,00031;0,00505;0,00035;0,00572;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 2 ";"PTH";2;128;2;2;0,00001;0,00045;0,00486;0,00038;0,00570;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 2 ";"OMP";2;128;2;3;0,00001;0,00034;0,00508;0,00037;0,00581;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 2 ";"PTH";2;128;2;3;0,00001;0,00033;0,00494;0,00041;0,00569;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 2 ";"OMP";2;128;2;4;0,00001;0,00030;0,00513;0,00041;0,00585;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 2 ";"PTH";2;128;2;4;0,00001;0,00039;0,00479;0,00039;0,00558;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 2 ";"OMP";2;128;2;5;0,00001;0,00032;0,00501;0,00036;0,00569;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 2 ";"PTH";2;128;2;5;0,00001;0,00033;0,00479;0,00039;0,00553;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 2 ";"OMP";2;128;2;6;0,00001;0,00045;0,00525;0,00038;0,00609;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 2 ";"PTH";2;128;2;6;0,00001;0,00032;0,00475;0,00055;0,00564;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 2 ";"OMP";2;128;2;7;0,00001;0,00038;0,00517;0,00038;0,00594;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 2 ";"PTH";2;128;2;7;0,00002;0,00050;0,00495;0,00041;0,00587;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 2 ";"OMP";2;128;2;8;0,00001;0,00031;0,00540;0,00039;0,00611;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 2 ";"PTH";2;128;2;8;0,00001;0,00035;0,00477;0,00047;0,00561;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 2 ";"OMP";2;128;2;9;0,00001;0,00030;0,00527;0,00061;0,00619;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 2 ";"PTH";2;128;2;9;0,00002;0,00049;0,00491;0,00037;0,00579;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 2 ";"OMP";2;256;2;0;0,00001;0,00123;0,02032;0,00130;0,02285;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 2 ";"PTH";2;256;2;0;0,00002;0,00128;0,01826;0,00170;0,02125;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 2 ";"OMP";2;256;2;1;0,00001;0,00128;0,02056;0,00199;0,02383;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 2 ";"PTH";2;256;2;1;0,00019;0,00150;0,01849;0,00139;0,02157;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 2 ";"OMP";2;256;2;2;0,00001;0,00121;0,02055;0,00173;0,02350;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 2 ";"PTH";2;256;2;2;0,00001;0,00162;0,01912;0,00125;0,02201;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 2 ";"OMP";2;256;2;3;0,00001;0,00121;0,02008;0,00153;0,02282;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 2 ";"PTH";2;256;2;3;0,00001;0,00126;0,01852;0,00131;0,02109;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 2 ";"OMP";2;256;2;4;0,00001;0,00123;0,02040;0,00131;0,02295;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 2 ";"PTH";2;256;2;4;0,00001;0,00130;0,01812;0,00172;0,02116;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 2 ";"OMP";2;256;2;5;0,00001;0,00122;0,02097;0,00253;0,02473;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 2 ";"PTH";2;256;2;5;0,00001;0,00185;0,01832;0,00170;0,02188;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 2 ";"OMP";2;256;2;6;0,00001;0,00130;0,02034;0,00140;0,02306;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 2 ";"PTH";2;256;2;6;0,00001;0,00179;0,01839;0,00154;0,02173;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 2 ";"OMP";2;256;2;7;0,00001;0,00125;0,02055;0,00173;0,02354;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 2 ";"PTH";2;256;2;7;0,00001;0,00159;0,01905;0,00153;0,02218;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 2 ";"OMP";2;256;2;8;0,00001;0,00126;0,02038;0,00137;0,02302;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 2 ";"PTH";2;256;2;8;0,00001;0,00124;0,01831;0,00124;0,02081;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 2 ";"OMP";2;256;2;9;0,00001;0,00152;0,02040;0,00130;0,02324;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 2 ";"PTH";2;256;2;9;0,00001;0,00130;0,01865;0,00160;0,02156;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 2 ";"OMP";2;512;2;0;0,00001;0,00529;0,08104;0,00521;0,09155;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 2 ";"PTH";2;512;2;0;0,00001;0,00538;0,07380;0,00492;0,08411;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 2 ";"OMP";2;512;2;1;0,00001;0,00497;0,08176;0,00535;0,09208;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 2 ";"PTH";2;512;2;1;0,00001;0,00496;0,07378;0,00510;0,08386;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 2 ";"OMP";2;512;2;2;0,00001;0,00499;0,08160;0,00668;0,09328;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 2 ";"PTH";2;512;2;2;0,00001;0,00533;0,07395;0,00480;0,08410;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 2 ";"OMP";2;512;2;3;0,00001;0,00495;0,08165;0,00509;0,09169;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 2 ";"PTH";2;512;2;3;0,00001;0,00508;0,07334;0,00488;0,08332;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 2 ";"OMP";2;512;2;4;0,00001;0,00525;0,08166;0,00493;0,09186;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 2 ";"PTH";2;512;2;4;0,00001;0,00552;0,07504;0,00562;0,08619;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 2 ";"OMP";2;512;2;5;0,00001;0,00507;0,08335;0,00492;0,09335;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 2 ";"PTH";2;512;2;5;0,00001;0,00529;0,07395;0,00553;0,08479;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 2 ";"OMP";2;512;2;6;0,00001;0,00493;0,08191;0,00516;0,09202;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 2 ";"PTH";2;512;2;6;0,00001;0,00566;0,07308;0,00486;0,08361;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 2 ";"OMP";2;512;2;7;0,00001;0,00504;0,08169;0,00479;0,09153;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 2 ";"PTH";2;512;2;7;0,00001;0,00497;0,07378;0,00475;0,08352;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 2 ";"OMP";2;512;2;8;0,00001;0,00508;0,07873;0,00489;0,08871;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 2 ";"PTH";2;512;2;8;0,00001;0,00433;0,06895;0,00442;0,07771;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 2 ";"OMP";2;512;2;9;0,00001;0,00478;0,07361;0,00474;0,08314;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 2 ";"PTH";2;512;2;9;0,00001;0,00454;0,06501;0,00455;0,07411;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 2 ";"OMP";2;1024;2;0;0,00001;0,01871;0,29702;0,01923;0,33497;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 2 ";"PTH";2;1024;2;0;0,00001;0,01894;0,26446;0,01801;0,30143;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 2 ";"OMP";2;1024;2;1;0,00001;0,01886;0,31397;0,02179;0,35463;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 2 ";"PTH";2;1024;2;1;0,00001;0,02228;0,27159;0,01781;0,31170;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 2 ";"OMP";2;1024;2;2;0,00001;0,01769;0,29961;0,01843;0,33575;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 2 ";"PTH";2;1024;2;2;0,00001;0,01848;0,27081;0,01808;0,30739;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 2 ";"OMP";2;1024;2;3;0,00001;0,01775;0,30223;0,01980;0,33979;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 2 ";"PTH";2;1024;2;3;0,00001;0,01788;0,26203;0,01834;0,29826;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 2 ";"OMP";2;1024;2;4;0,00001;0,01825;0,29619;0,01753;0,33197;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 2 ";"PTH";2;1024;2;4;0,00001;0,01777;0,26972;0,02462;0,31212;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 2 ";"OMP";2;1024;2;5;0,00001;0,01791;0,29922;0,01777;0,33490;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 2 ";"PTH";2;1024;2;5;0,00001;0,01770;0,26432;0,01915;0,30118;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 2 ";"OMP";2;1024;2;6;0,00001;0,01848;0,30278;0,01751;0,33878;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 2 ";"PTH";2;1024;2;6;0,00001;0,01782;0,26751;0,01722;0,30257;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 2 ";"OMP";2;1024;2;7;0,00001;0,01854;0,29496;0,01788;0,33139;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 2 ";"PTH";2;1024;2;7;0,00001;0,01879;0,26748;0,02002;0,30630;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 2 ";"OMP";2;1024;2;8;0,00004;0,01801;0,28801;0,02000;0,32606;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 2 ";"PTH";2;1024;2;8;0,00001;0,01801;0,26264;0,01750;0,29817;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 2 ";"OMP";2;1024;2;9;0,00001;0,01863;0,29966;0,01830;0,33660;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 2 ";"PTH";2;1024;2;9;0,00001;0,01774;0,26957;0,01827;0,30559;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 2 ";"OMP";2;2048;2;0;0,00001;0,07822;1,17529;0,06982;1,32333;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 2 ";"PTH";2;2048;2;0;0,00001;0,06860;1,06194;0,08137;1,21191;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 2 ";"OMP";2;2048;2;1;0,00001;0,07532;1,19981;0,10000;1,37514;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 2 ";"PTH";2;2048;2;1;0,00001;0,07525;1,08494;0,06803;1,22823;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 2 ";"OMP";2;2048;2;2;0,00001;0,06708;1,17006;0,07253;1,30967;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 2 ";"PTH";2;2048;2;2;0,00001;0,06762;1,04664;0,07972;1,19399;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 2 ";"OMP";2;2048;2;3;0,00001;0,06830;1,17370;0,07235;1,31436;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 2 ";"PTH";2;2048;2;3;0,00001;0,06798;1,06612;0,07133;1,20545;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 2 ";"OMP";2;2048;2;4;0,00001;0,06780;1,16664;0,06832;1,30277;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 2 ";"PTH";2;2048;2;4;0,00001;0,07100;1,05456;0,07441;1,19998;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 2 ";"OMP";2;2048;2;5;0,00001;0,06994;1,16851;0,06882;1,30729;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 2 ";"PTH";2;2048;2;5;0,00001;0,06780;1,06103;0,07691;1,20576;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 2 ";"OMP";2;2048;2;6;0,00001;0,07512;1,19411;0,07317;1,34241;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 2 ";"PTH";2;2048;2;6;0,00002;0,07170;1,07049;0,07497;1,21718;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 2 ";"OMP";2;2048;2;7;0,00001;0,07065;1,20565;0,07278;1,34909;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 2 ";"PTH";2;2048;2;7;0,00002;0,07166;1,14103;0,07469;1,28740;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 2 ";"OMP";2;2048;2;8;0,00001;0,07264;1,24585;0,07323;1,39173;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 2 ";"PTH";2;2048;2;8;0,00001;0,07000;1,12053;0,08177;1,27231;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 2 ";"OMP";2;2048;2;9;0,00002;0,07411;1,23849;0,06987;1,38249;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 2 ";"PTH";2;2048;2;9;0,00001;0,07176;1,10177;0,07377;1,24731;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 2 ";"OMP";2;4096;2;0;0,00001;0,28842;4,84937;0,26800;5,40580;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 2 ";"PTH";2;4096;2;0;0,00001;0,28306;4,37644;0,29806;4,95756;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 2 ";"OMP";2;4096;2;1;0,00001;0,30091;4,82953;0,27262;5,40307;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 2 ";"PTH";2;4096;2;1;0,00001;0,27542;4,32298;0,34486;4,94327;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 2 ";"OMP";2;4096;2;2;0,00001;0,30766;4,85675;0,27758;5,44200;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 2 ";"PTH";2;4096;2;2;0,00002;0,29614;4,32164;0,30638;4,92416;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 2 ";"OMP";2;4096;2;3;0,00001;0,30123;4,79778;0,27741;5,37643;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 2 ";"PTH";2;4096;2;3;0,00001;0,28167;4,33632;0,31134;4,92933;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 2 ";"OMP";2;4096;2;4;0,00001;0,29677;4,85100;0,28253;5,43031;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 2 ";"PTH";2;4096;2;4;0,00003;0,29202;4,34513;0,30407;4,94124;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 2 ";"OMP";2;4096;2;5;0,00001;0,29303;4,83221;0,27982;5,40507;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 2 ";"PTH";2;4096;2;5;0,00001;0,27371;4,42526;0,31999;5,01898;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 2 ";"OMP";2;4096;2;6;0,00001;0,29957;4,85720;0,27850;5,43528;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 2 ";"PTH";2;4096;2;6;0,00001;0,27463;4,33016;0,29439;4,89920;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 2 ";"OMP";2;4096;2;7;0,00001;0,29235;4,81447;0,28107;5,38790;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 2 ";"PTH";2;4096;2;7;0,00001;0,27670;4,32786;0,29664;4,90121;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 2 ";"OMP";2;4096;2;8;0,00003;0,29370;4,84767;0,27752;5,41892;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 2 ";"PTH";2;4096;2;8;0,00001;0,28209;4,37026;0,29242;4,94477;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 2 ";"OMP";2;4096;2;9;0,00001;0,28918;4,88037;0,28015;5,44971;1
