Comando,Tipo,Regiao,Tamanho,Thread,Rodada,Init,Allocate,Mandelbrot,Write,Total
./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 1 ,PTH,0,64,1,9,0.00002,0.00017,0.00394,0.00034,0.00446
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 1 ,OMP,0,128,1,0,0.00003,0.00078,0.01358,0.00061,0.01499
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 1 ,PTH,0,128,1,0,0.00001,0.00042,0.01346,0.00054,0.01444
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 1 ,OMP,0,128,1,1,0.00001,0.00042,0.01327,0.00062,0.01433
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 1 ,PTH,0,128,1,1,0.00002,0.00058,0.01363,0.00049,0.01472
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 1 ,OMP,0,128,1,2,0.00001,0.00042,0.01293,0.00063,0.01399
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 1 ,PTH,0,128,1,2,0.00002,0.00049,0.01320,0.00055,0.01427
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 1 ,OMP,0,128,1,3,0.00002,0.00050,0.01268,0.00104,0.01424
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 1 ,PTH,0,128,1,3,0.00003,0.00044,0.01330,0.00064,0.01442
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 1 ,OMP,0,128,1,4,0.00001,0.00041,0.01277,0.00058,0.01377
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 1 ,PTH,0,128,1,4,0.00001,0.00039,0.01371,0.00094,0.01505
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 1 ,OMP,0,128,1,5,0.00002,0.00056,0.01275,0.00068,0.01401
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 1 ,PTH,0,128,1,5,0.00002,0.00057,0.01297,0.00050,0.01405
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 1 ,OMP,0,128,1,6,0.00001,0.00038,0.01325,0.00086,0.01450
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 1 ,PTH,0,128,1,6,0.00002,0.00051,0.01566,0.00074,0.01692
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 1 ,OMP,0,128,1,7,0.00002,0.00052,0.01535,0.00064,0.01653
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 1 ,PTH,0,128,1,7,0.00002,0.00077,0.01550,0.00061,0.01689
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 1 ,OMP,0,128,1,8,0.00001,0.00042,0.01485,0.00050,0.01579
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 1 ,PTH,0,128,1,8,0.00002,0.00052,0.01518,0.00063,0.01635
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 1 ,OMP,0,128,1,9,0.00001,0.00049,0.01471,0.00059,0.01581
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 1 ,PTH,0,128,1,9,0.00002,0.00041,0.01541,0.00073,0.01657
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 1 ,OMP,0,256,1,0,0.00002,0.00234,0.05528,0.00167,0.05930
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 1 ,PTH,0,256,1,0,0.00001,0.00157,0.05617,0.00223,0.05998
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 1 ,OMP,0,256,1,1,0.00003,0.00279,0.05371,0.00156,0.05809
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 1 ,PTH,0,256,1,1,0.00001,0.00222,0.05797,0.00244,0.06264
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 1 ,OMP,0,256,1,2,0.00002,0.00239,0.05653,0.00108,0.06002
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 1 ,PTH,0,256,1,2,0.00002,0.00147,0.05365,0.00321,0.05834
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 1 ,OMP,0,256,1,3,0.00002,0.00255,0.05255,0.00145,0.05657
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 1 ,PTH,0,256,1,3,0.00001,0.00143,0.05105,0.00229,0.05478
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 1 ,OMP,0,256,1,4,0.00002,0.00194,0.05015,0.00330,0.05540
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 1 ,PTH,0,256,1,4,0.00002,0.00214,0.05993,0.00225,0.06434
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 1 ,OMP,0,256,1,5,0.00002,0.00233,0.05097,0.00187,0.05520
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 1 ,PTH,0,256,1,5,0.00001,0.00149,0.05114,0.00272,0.05536
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 1 ,OMP,0,256,1,6,0.00002,0.00249,0.05169,0.00201,0.05620
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 1 ,PTH,0,256,1,6,0.00002,0.00151,0.05026,0.00162,0.05340
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 1 ,OMP,0,256,1,7,0.00001,0.00148,0.05016,0.00158,0.05324
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 1 ,PTH,0,256,1,7,0.00001,0.00155,0.05057,0.00164,0.05377
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 1 ,OMP,0,256,1,8,0.00001,0.00145,0.05096,0.00220,0.05462
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 1 ,PTH,0,256,1,8,0.00004,0.00263,0.06319,0.00215,0.06801
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 1 ,OMP,0,256,1,9,0.00001,0.00168,0.05659,0.00174,0.06003
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 1 ,PTH,0,256,1,9,0.00002,0.00173,0.05332,0.00175,0.05681
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 1 ,OMP,0,512,1,0,0.00002,0.00922,0.19654,0.00831,0.21409
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 1 ,PTH,0,512,1,0,0.00002,0.00671,0.21698,0.00635,0.23005
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 1 ,OMP,0,512,1,1,0.00001,0.00651,0.19178,0.00713,0.20542
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 1 ,PTH,0,512,1,1,0.00001,0.00554,0.18831,0.00592,0.19978
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 1 ,OMP,0,512,1,2,0.00002,0.00705,0.19525,0.00462,0.20694
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 1 ,PTH,0,512,1,2,0.00001,0.00586,0.19840,0.00635,0.21063
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 1 ,OMP,0,512,1,3,0.00001,0.00569,0.19577,0.00537,0.20683
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 1 ,PTH,0,512,1,3,0.00001,0.00728,0.19952,0.00655,0.21337
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 1 ,OMP,0,512,1,4,0.00001,0.00605,0.19776,0.00519,0.20900
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 1 ,PTH,0,512,1,4,0.00002,0.00684,0.19771,0.00603,0.21060
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 1 ,OMP,0,512,1,5,0.00001,0.00629,0.19854,0.00520,0.21004
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 1 ,PTH,0,512,1,5,0.00002,0.00645,0.21434,0.00733,0.22813
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 1 ,OMP,0,512,1,6,0.00001,0.00976,0.21439,0.00592,0.23009
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 1 ,PTH,0,512,1,6,0.00001,0.00586,0.19408,0.00678,0.20674
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 1 ,OMP,0,512,1,7,0.00001,0.00699,0.19059,0.00643,0.20403
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 1 ,PTH,0,512,1,7,0.00006,0.00786,0.18955,0.00583,0.20330
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 1 ,OMP,0,512,1,8,0.00001,0.00601,0.19059,0.00716,0.20377
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 1 ,PTH,0,512,1,8,0.00002,0.00587,0.20094,0.00754,0.21436
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 1 ,OMP,0,512,1,9,0.00002,0.00912,0.19956,0.00620,0.21491
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 1 ,PTH,0,512,1,9,0.00001,0.00615,0.23745,0.00836,0.25198
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 1 ,OMP,0,1024,1,0,0.00001,0.02382,0.79811,0.02528,0.84723
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 1 ,PTH,0,1024,1,0,0.00002,0.02623,0.78889,0.02626,0.84141
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 1 ,OMP,0,1024,1,1,0.00002,0.02627,0.79173,0.02084,0.83887
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 1 ,PTH,0,1024,1,1,0.00003,0.02331,0.77145,0.03427,0.82906
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 1 ,OMP,0,1024,1,2,0.00002,0.03079,0.84101,0.03115,0.90297
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 1 ,PTH,0,1024,1,2,0.00003,0.02766,0.94592,0.03777,1.01138
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 1 ,OMP,0,1024,1,3,0.00002,0.03325,0.91728,0.03022,0.98077
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 1 ,PTH,0,1024,1,3,0.00001,0.03023,0.97685,0.03038,1.03747
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 1 ,OMP,0,1024,1,4,0.00002,0.03260,0.80601,0.01948,0.85811
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 1 ,PTH,0,1024,1,4,0.00001,0.02604,0.83511,0.02594,0.88711
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 1 ,OMP,0,1024,1,5,0.00004,0.02485,0.77469,0.02492,0.82450
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 1 ,PTH,0,1024,1,5,0.00002,0.02889,0.80093,0.02657,0.85640
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 1 ,OMP,0,1024,1,6,0.00001,0.02565,0.85470,0.02151,0.90187
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 1 ,PTH,0,1024,1,6,0.00002,0.02792,0.89270,0.03009,0.95073
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 1 ,OMP,0,1024,1,7,0.00002,0.03036,0.78164,0.02815,0.84018
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 1 ,PTH,0,1024,1,7,0.00001,0.02699,0.78878,0.02658,0.84236
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 1 ,OMP,0,1024,1,8,0.00002,0.02911,0.81531,0.02186,0.86629
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 1 ,PTH,0,1024,1,8,0.00002,0.02939,0.82329,0.02590,0.87859
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 1 ,OMP,0,1024,1,9,0.00001,0.02670,0.78040,0.02283,0.82994
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 1 ,PTH,0,1024,1,9,0.00001,0.02719,0.82816,0.02772,0.88309
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 1 ,OMP,0,2048,1,0,0.00001,0.10485,3.11135,0.10359,3.31981
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 1 ,PTH,0,2048,1,0,0.00002,0.11094,3.20614,0.12276,3.43986
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 1 ,OMP,0,2048,1,1,0.00002,0.11063,3.44281,0.09623,3.64969
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 1 ,PTH,0,2048,1,1,0.00001,0.10265,3.65131,0.17148,3.92546
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 1 ,OMP,0,2048,1,2,0.00006,0.13098,3.33716,0.09040,3.55860
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 1 ,PTH,0,2048,1,2,0.00002,0.11198,3.29929,0.11482,3.52611
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 1 ,OMP,0,2048,1,3,0.00002,0.12369,3.21011,0.08560,3.41942
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 1 ,PTH,0,2048,1,3,0.00002,0.09968,3.37988,0.10802,3.58760
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 1 ,OMP,0,2048,1,4,0.00001,0.09781,3.14606,0.09166,3.33554
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 1 ,PTH,0,2048,1,4,0.00002,0.10253,3.15635,0.13283,3.39173
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 1 ,OMP,0,2048,1,5,0.00002,0.10552,3.19418,0.08760,3.38731
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 1 ,PTH,0,2048,1,5,0.00002,0.11914,3.33138,0.13237,3.58291
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 1 ,OMP,0,2048,1,6,0.00001,0.12382,3.53265,0.09711,3.75359
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 1 ,PTH,0,2048,1,6,0.00002,0.12666,3.45013,0.13560,3.71241
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 1 ,OMP,0,2048,1,7,0.00002,0.10648,3.21694,0.16571,3.48915
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 1 ,PTH,0,2048,1,7,0.00002,0.13789,3.15978,0.13762,3.43532
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 1 ,OMP,0,2048,1,8,0.00002,0.12710,3.25194,0.10028,3.47934
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 1 ,PTH,0,2048,1,8,0.00002,0.10663,3.17548,0.10831,3.39044
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 1 ,OMP,0,2048,1,9,0.00002,0.10629,3.28021,0.09401,3.48053
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 1 ,PTH,0,2048,1,9,0.00001,0.09476,3.12699,0.14619,3.36795
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 1 ,OMP,0,4096,1,0,0.00001,0.53315,12.30535,0.38394,13.22246
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 1 ,PTH,0,4096,1,0,0.00004,0.57402,12.49235,0.46885,13.53525
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 1 ,OMP,0,4096,1,1,0.00003,0.51372,12.39330,0.37000,13.27705
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 1 ,PTH,0,4096,1,1,0.00002,0.61835,12.89352,0.49371,14.00559
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 1 ,OMP,0,4096,1,2,0.00001,0.56335,12.66897,0.36222,13.59456
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 1 ,PTH,0,4096,1,2,0.00002,0.53577,13.19014,0.50249,14.22842
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 1 ,OMP,0,4096,1,3,0.00002,0.64749,12.96393,0.39220,14.00364
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 1 ,PTH,0,4096,1,3,0.00002,0.53401,12.55466,0.50739,13.59607
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 1 ,OMP,0,4096,1,4,0.00002,0.58034,12.43129,0.60364,13.61529
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 1 ,PTH,0,4096,1,4,0.00002,0.66944,12.89417,0.48861,14.05224
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 1 ,OMP,0,4096,1,5,0.00001,0.69173,13.50184,0.46897,14.66255
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 1 ,PTH,0,4096,1,5,0.00003,0.63223,12.79729,0.51189,13.94143
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 1 ,OMP,0,4096,1,6,0.00002,0.60341,12.66557,0.40322,13.67222
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 1 ,PTH,0,4096,1,6,0.00002,0.66271,12.75565,0.55836,13.97675
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 1 ,OMP,0,4096,1,7,0.00002,0.58041,13.03450,0.37383,13.98876
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 1 ,PTH,0,4096,1,7,0.00002,0.57286,12.39395,0.46800,13.43483
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 1 ,OMP,0,4096,1,8,0.00002,0.56408,12.34202,0.41138,13.31751
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 1 ,PTH,0,4096,1,8,0.00002,0.55988,12.42944,0.47437,13.46371
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 1 ,OMP,0,4096,1,9,0.00002,0.61690,12.54876,0.36704,13.53271
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 1 ,PTH,0,4096,1,9,0.00002,0.57204,12.61807,0.49094,13.68107
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 1 ,OMP,0,8192,1,0,0.00001,2.45547,50.27653,1.65094,54.38295
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 1 ,PTH,0,8192,1,0,0.00002,2.75734,50.22357,1.94597,54.92691
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 1 ,OMP,0,8192,1,1,0.00001,3.08307,50.39729,1.51992,55.00029
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 1 ,PTH,0,8192,1,1,0.00001,2.66246,50.06210,2.00755,54.73212
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 1 ,OMP,0,8192,1,2,0.00001,2.57614,50.95655,1.71152,55.24422
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 1 ,PTH,0,8192,1,2,0.00002,2.78490,51.09751,2.10921,55.99164
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 1 ,OMP,0,8192,1,3,0.00001,2.90417,50.64196,1.62875,55.17489
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 1 ,PTH,0,8192,1,3,0.00002,2.76414,52.11992,1.99569,56.87977
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 1 ,OMP,0,8192,1,4,0.00001,2.94482,50.20590,1.65154,54.80228
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 1 ,PTH,0,8192,1,4,0.00002,2.75221,51.22903,2.16779,56.14905
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 1 ,OMP,0,8192,1,5,0.00002,2.94588,51.27547,1.77528,55.99665
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 1 ,PTH,0,8192,1,5,0.00002,2.39496,52.03757,2.07851,56.51107
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 1 ,OMP,0,8192,1,6,0.00003,2.83401,51.41220,1.65630,55.90255
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 1 ,PTH,0,8192,1,6,0.00002,2.63142,51.69635,2.07420,56.40199
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 1 ,OMP,0,8192,1,7,0.00002,2.72515,51.48419,1.75896,55.96832
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 1 ,PTH,0,8192,1,7,0.00003,2.46347,51.90600,2.12517,56.49467
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 1 ,OMP,0,8192,1,8,0.00001,2.75118,51.04391,1.72436,55.51946
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 1 ,PTH,0,8192,1,8,0.00001,2.49440,38.75815,1.27487,42.52743
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 1 ,OMP,0,8192,1,9,0.00001,1.35327,38.10212,0.94456,40.39996
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 1 ,PTH,0,8192,1,9,0.00001,1.48579,36.14593,1.26608,38.89782
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 2 ,OMP,0,16,2,0,0.00001,0.00000,0.00021,0.24614,0.24637
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 2 ,PTH,0,16,2,0,0.00001,0.00004,0.00034,0.00010,0.00048
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 2 ,OMP,0,16,2,1,0.00001,0.00001,0.00023,0.00010,0.00035
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 2 ,PTH,0,16,2,1,0.00001,0.00003,0.00031,0.00009,0.00045
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 2 ,OMP,0,16,2,2,0.00001,0.00000,0.00022,0.00009,0.00033
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 2 ,PTH,0,16,2,2,0.00003,0.00003,0.00037,0.00011,0.00054
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 2 ,OMP,0,16,2,3,0.00001,0.00000,0.00023,0.00008,0.00032
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 2 ,PTH,0,16,2,3,0.00001,0.00003,0.00031,0.00009,0.00044
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 2 ,OMP,0,16,2,4,0.00002,0.00002,0.00026,0.00008,0.00037
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 2 ,PTH,0,16,2,4,0.00001,0.00004,0.00032,0.00010,0.00046
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 2 ,OMP,0,16,2,5,0.00001,0.00001,0.00024,0.00010,0.00036
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 2 ,PTH,0,16,2,5,0.00001,0.00003,0.00031,0.00008,0.00044
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 2 ,OMP,0,16,2,6,0.00001,0.00001,0.00024,0.00008,0.00033
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 2 ,PTH,0,16,2,6,0.00001,0.00003,0.00030,0.00008,0.00042
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 2 ,OMP,0,16,2,7,0.00001,0.00001,0.00024,0.00013,0.00039
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 2 ,PTH,0,16,2,7,0.00001,0.00003,0.00032,0.00009,0.00045
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 2 ,OMP,0,16,2,8,0.00001,0.00001,0.00024,0.00011,0.00037
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 2 ,PTH,0,16,2,8,0.00001,0.00005,0.00030,0.00008,0.00044
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 2 ,OMP,0,16,2,9,0.00001,0.00001,0.00026,0.00009,0.00037
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 2 ,PTH,0,16,2,9,0.00001,0.00004,0.00035,0.00008,0.00049
./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 2 ,OMP,0,32,2,0,0.00001,0.00003,0.00041,0.00012,0.00058
./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 2 ,PTH,0,32,2,0,0.00001,0.00005,0.00064,0.00011,0.00081
./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 2 ,OMP,0,32,2,1,0.00002,0.00003,0.00047,0.00013,0.00065
./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 2 ,PTH,0,32,2,1,0.00001,0.00005,0.00059,0.00010,0.00076
