Comando,Tipo,Regiao,Tamanho,Thread,Rodada,Init,Allocate,Mandelbrot,Write,Total
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 4 ,OMP,3,4096,4,9,0.00001,0.27034,0.55134,0.26244,1.08413
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 4 ,PTH,3,4096,4,9,0.00001,0.26445,0.33116,0.28220,0.87782
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 4 ,OMP,3,8192,4,0,0.00001,1.21368,2.23625,1.08211,4.53206
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 4 ,PTH,3,8192,4,0,0.00001,1.49869,1.47131,1.15064,4.12065
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 4 ,OMP,3,8192,4,1,0.00001,1.54481,2.26315,1.15080,4.95876
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 4 ,PTH,3,8192,4,1,0.00001,1.46449,1.43269,1.15739,4.05459
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 4 ,OMP,3,8192,4,2,0.00001,1.53212,2.27979,1.04334,4.85526
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 4 ,PTH,3,8192,4,2,0.00001,1.49354,1.45637,1.11707,4.06699
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 4 ,OMP,3,8192,4,3,0.00001,1.53284,2.27296,1.06001,4.86582
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 4 ,PTH,3,8192,4,3,0.00001,1.51889,1.44098,1.08178,4.04166
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 4 ,OMP,3,8192,4,4,0.00001,1.50625,2.29279,1.04883,4.84788
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 4 ,PTH,3,8192,4,4,0.00001,1.51864,1.45322,1.11159,4.08346
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 4 ,OMP,3,8192,4,5,0.00001,1.51344,2.33903,1.06390,4.91638
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 4 ,PTH,3,8192,4,5,0.00007,1.48897,1.46741,1.10709,4.06354
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 4 ,OMP,3,8192,4,6,0.00001,1.30100,2.30395,1.11586,4.72081
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 4 ,PTH,3,8192,4,6,0.00001,1.46645,1.40812,1.12267,3.99724
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 4 ,OMP,3,8192,4,7,0.00001,1.48191,2.25242,1.09874,4.83308
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 4 ,PTH,3,8192,4,7,0.00001,1.47021,1.45874,1.09094,4.01991
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 4 ,OMP,3,8192,4,8,0.00001,1.47794,2.29321,1.10710,4.87825
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 4 ,PTH,3,8192,4,8,0.00001,1.46682,1.42539,1.11781,4.01004
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 4 ,OMP,3,8192,4,9,0.00001,1.42560,2.27605,1.06514,4.76680
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 4 ,PTH,3,8192,4,9,0.00001,1.43397,1.44686,1.11254,3.99338
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 8 ,OMP,3,16,8,0,0.00001,0.00001,0.00024,0.27050,0.27075
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 8 ,PTH,3,16,8,0,0.00001,0.00003,0.00040,0.00008,0.00052
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 8 ,OMP,3,16,8,1,0.00001,0.00000,0.02537,0.00014,0.02553
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 8 ,PTH,3,16,8,1,0.00001,0.00003,0.00129,0.00008,0.00141
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 8 ,OMP,3,16,8,2,0.00001,0.00001,0.02545,0.00009,0.02555
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 8 ,PTH,3,16,8,2,0.00001,0.00003,0.00054,0.00006,0.00065
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 8 ,OMP,3,16,8,3,0.00001,0.00000,0.01191,0.00006,0.01199
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 8 ,PTH,3,16,8,3,0.00001,0.00003,0.00051,0.00005,0.00059
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 8 ,OMP,3,16,8,4,0.00001,0.00000,0.00020,0.00005,0.00026
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 8 ,PTH,3,16,8,4,0.00001,0.00003,0.00029,0.00005,0.00038
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 8 ,OMP,3,16,8,5,0.00001,0.00000,0.00020,0.00005,0.00026
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 8 ,PTH,3,16,8,5,0.00001,0.00003,0.00028,0.00005,0.00037
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 8 ,OMP,3,16,8,6,0.00001,0.00000,0.00020,0.00005,0.00026
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 8 ,PTH,3,16,8,6,0.00001,0.00003,0.00083,0.00005,0.00092
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 8 ,OMP,3,16,8,7,0.00001,0.00000,0.00019,0.00006,0.00026
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 8 ,PTH,3,16,8,7,0.00001,0.00003,0.00048,0.00005,0.00057
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 8 ,OMP,3,16,8,8,0.00001,0.00000,0.00020,0.00005,0.00026
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 8 ,PTH,3,16,8,8,0.00001,0.00003,0.00046,0.00005,0.00055
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 8 ,OMP,3,16,8,9,0.00002,0.00000,0.00019,0.00005,0.00026
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 8 ,PTH,3,16,8,9,0.00001,0.00003,0.00029,0.00005,0.00037
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 8 ,OMP,3,32,8,0,0.00001,0.00002,0.00021,0.00006,0.00030
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 8 ,PTH,3,32,8,0,0.00001,0.00004,0.00046,0.00006,0.00057
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 8 ,OMP,3,32,8,1,0.00001,0.00002,0.00024,0.00006,0.00033
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 8 ,PTH,3,32,8,1,0.00001,0.00004,0.00033,0.00006,0.00044
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 8 ,OMP,3,32,8,2,0.00001,0.00002,0.00021,0.00007,0.00030
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 8 ,PTH,3,32,8,2,0.00001,0.00004,0.00033,0.00006,0.00044
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 8 ,OMP,3,32,8,3,0.00001,0.00002,0.00021,0.00007,0.00031
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 8 ,PTH,3,32,8,3,0.00001,0.00005,0.00046,0.00007,0.00059
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 8 ,OMP,3,32,8,4,0.00001,0.00002,0.00022,0.00007,0.00032
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 8 ,PTH,3,32,8,4,0.00001,0.00004,0.00052,0.00007,0.00063
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 8 ,OMP,3,32,8,5,0.00001,0.00002,0.00022,0.00007,0.00032
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 8 ,PTH,3,32,8,5,0.00001,0.00004,0.00031,0.00006,0.00043
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 8 ,OMP,3,32,8,6,0.00001,0.00002,0.00047,0.00008,0.00058
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 8 ,PTH,3,32,8,6,0.00001,0.00004,0.00047,0.00007,0.00059
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 8 ,OMP,3,32,8,7,0.00001,0.00002,0.00022,0.00007,0.00031
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 8 ,PTH,3,32,8,7,0.00001,0.00004,0.00035,0.00006,0.00046
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 8 ,OMP,3,32,8,8,0.00001,0.00002,0.00027,0.00007,0.00037
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 8 ,PTH,3,32,8,8,0.00001,0.00004,0.00035,0.00006,0.00046
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 8 ,OMP,3,32,8,9,0.00001,0.00002,0.00021,0.00007,0.00031
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 8 ,PTH,3,32,8,9,0.00001,0.00004,0.00036,0.00006,0.00047
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 8 ,OMP,3,64,8,0,0.00001,0.00007,0.00035,0.00014,0.00057
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 8 ,PTH,3,64,8,0,0.00001,0.00010,0.00067,0.00012,0.00089
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 8 ,OMP,3,64,8,1,0.00001,0.00007,0.00272,0.00015,0.00295
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 8 ,PTH,3,64,8,1,0.00001,0.00010,0.00074,0.00012,0.00097
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 8 ,OMP,3,64,8,2,0.00001,0.00008,0.00035,0.00015,0.00059
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 8 ,PTH,3,64,8,2,0.00001,0.00010,0.00070,0.00012,0.00093
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 8 ,OMP,3,64,8,3,0.00001,0.00007,0.00035,0.00015,0.00057
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 8 ,PTH,3,64,8,3,0.00001,0.00010,0.00072,0.00012,0.00095
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 8 ,OMP,3,64,8,4,0.00001,0.00007,0.00035,0.00017,0.00059
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 8 ,PTH,3,64,8,4,0.00001,0.00009,0.00077,0.00012,0.00099
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 8 ,OMP,3,64,8,5,0.00001,0.00007,0.00035,0.00014,0.00057
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 8 ,PTH,3,64,8,5,0.00001,0.00010,0.00072,0.00012,0.00095
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 8 ,OMP,3,64,8,6,0.00001,0.00007,0.00035,0.00014,0.00058
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 8 ,PTH,3,64,8,6,0.00001,0.00009,0.00079,0.00012,0.00101
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 8 ,OMP,3,64,8,7,0.00001,0.00007,0.00035,0.00017,0.00060
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 8 ,PTH,3,64,8,7,0.00001,0.00009,0.00078,0.00012,0.00100
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 8 ,OMP,3,64,8,8,0.00001,0.00008,0.00034,0.00014,0.00057
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 8 ,PTH,3,64,8,8,0.00001,0.00010,0.00077,0.00012,0.00099
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 8 ,OMP,3,64,8,9,0.00001,0.00007,0.00034,0.00014,0.00056
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 8 ,PTH,3,64,8,9,0.00001,0.00010,0.00084,0.00012,0.00107
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 8 ,OMP,3,128,8,0,0.00001,0.00030,0.00070,0.00043,0.00144
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 8 ,PTH,3,128,8,0,0.00001,0.00033,0.00083,0.00033,0.00150
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 8 ,OMP,3,128,8,1,0.00001,0.00029,0.00070,0.00046,0.00146
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 8 ,PTH,3,128,8,1,0.00001,0.00031,0.00097,0.00033,0.00162
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 8 ,OMP,3,128,8,2,0.00001,0.00028,0.00070,0.00042,0.00141
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 8 ,PTH,3,128,8,2,0.00001,0.00031,0.00086,0.00034,0.00152
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 8 ,OMP,3,128,8,3,0.00001,0.00028,0.00070,0.00042,0.00141
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 8 ,PTH,3,128,8,3,0.00001,0.00031,0.00091,0.00034,0.00157
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 8 ,OMP,3,128,8,4,0.00001,0.00040,0.00072,0.00044,0.00156
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 8 ,PTH,3,128,8,4,0.00001,0.00032,0.00095,0.00033,0.00161
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 8 ,OMP,3,128,8,5,0.00001,0.00030,0.00069,0.00042,0.00142
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 8 ,PTH,3,128,8,5,0.00001,0.00029,0.00088,0.00033,0.00152
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 8 ,OMP,3,128,8,6,0.00001,0.00029,0.00069,0.00111,0.00210
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 8 ,PTH,3,128,8,6,0.00001,0.00034,0.00085,0.00035,0.00154
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 8 ,OMP,3,128,8,7,0.00001,0.00030,0.00070,0.00043,0.00144
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 8 ,PTH,3,128,8,7,0.00001,0.00045,0.00095,0.00034,0.00175
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 8 ,OMP,3,128,8,8,0.00001,0.00030,0.00070,0.00044,0.00144
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 8 ,PTH,3,128,8,8,0.00001,0.00031,0.00089,0.00038,0.00160
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 8 ,OMP,3,128,8,9,0.00001,0.00028,0.00069,0.00041,0.00138
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 8 ,PTH,3,128,8,9,0.00001,0.00031,0.00086,0.00032,0.00150
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 8 ,OMP,3,256,8,0,0.00001,0.00114,0.00219,0.00150,0.00484
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 8 ,PTH,3,256,8,0,0.00001,0.00117,0.00162,0.00123,0.00403
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 8 ,OMP,3,256,8,1,0.00001,0.00109,0.00215,0.00153,0.00478
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 8 ,PTH,3,256,8,1,0.00001,0.00113,0.00146,0.00114,0.00375
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 8 ,OMP,3,256,8,2,0.00001,0.00108,0.00218,0.00152,0.00479
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 8 ,PTH,3,256,8,2,0.00001,0.00110,0.00157,0.00115,0.00383
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 8 ,OMP,3,256,8,3,0.00001,0.00106,0.00217,0.00152,0.00476
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 8 ,PTH,3,256,8,3,0.00001,0.00117,0.00136,0.00122,0.00376
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 8 ,OMP,3,256,8,4,0.00001,0.00144,0.00222,0.00154,0.00520
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 8 ,PTH,3,256,8,4,0.00001,0.00119,0.00186,0.00133,0.00439
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 8 ,OMP,3,256,8,5,0.00001,0.00115,0.00482,0.00167,0.00765
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 8 ,PTH,3,256,8,5,0.00001,0.00187,0.00148,0.00137,0.00474
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 8 ,OMP,3,256,8,6,0.00001,0.00117,0.00339,0.00157,0.00614
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 8 ,PTH,3,256,8,6,0.00001,0.00121,0.00161,0.00129,0.00412
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 8 ,OMP,3,256,8,7,0.00001,0.00116,0.00226,0.00373,0.00716
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 8 ,PTH,3,256,8,7,0.00001,0.00126,0.00165,0.00122,0.00414
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 8 ,OMP,3,256,8,8,0.00001,0.00118,0.00595,0.00164,0.00878
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 8 ,PTH,3,256,8,8,0.00001,0.00143,0.00163,0.00130,0.00437
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 8 ,OMP,3,256,8,9,0.00001,0.00116,0.00409,0.00159,0.00685
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 8 ,PTH,3,256,8,9,0.00001,0.00181,0.00154,0.00135,0.00472
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 8 ,OMP,3,512,8,0,0.00002,0.00517,0.01040,0.00743,0.02302
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 8 ,PTH,3,512,8,0,0.00002,0.00521,0.00393,0.00508,0.01423
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 8 ,OMP,3,512,8,1,0.00001,0.00578,0.01737,0.00651,0.02968
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 8 ,PTH,3,512,8,1,0.00002,0.00607,0.00424,0.00566,0.01599
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 8 ,OMP,3,512,8,2,0.00001,0.00517,0.01250,0.00848,0.02616
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 8 ,PTH,3,512,8,2,0.00001,0.00561,0.00400,0.00540,0.01501
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 8 ,OMP,3,512,8,3,0.00001,0.00556,0.01808,0.01469,0.03833
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 8 ,PTH,3,512,8,3,0.00001,0.00539,0.00449,0.00538,0.01527
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 8 ,OMP,3,512,8,4,0.00001,0.00673,0.01137,0.00699,0.02510
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 8 ,PTH,3,512,8,4,0.00001,0.00538,0.00418,0.00520,0.01478
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 8 ,OMP,3,512,8,5,0.00001,0.00552,0.00956,0.01043,0.02552
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 8 ,PTH,3,512,8,5,0.00001,0.00571,0.00390,0.00548,0.01510
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 8 ,OMP,3,512,8,6,0.00001,0.00547,0.01138,0.00796,0.02482
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 8 ,PTH,3,512,8,6,0.00001,0.00563,0.00376,0.00534,0.01475
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 8 ,OMP,3,512,8,7,0.00001,0.00547,0.01764,0.00756,0.03068
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 8 ,PTH,3,512,8,7,0.00001,0.00574,0.00571,0.00543,0.01689
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 8 ,OMP,3,512,8,8,0.00001,0.00553,0.01251,0.00687,0.02492
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 8 ,PTH,3,512,8,8,0.00001,0.00525,0.00408,0.00559,0.01493
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 8 ,OMP,3,512,8,9,0.00001,0.00547,0.01212,0.00916,0.02676
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 8 ,PTH,3,512,8,9,0.00002,0.00675,0.00461,0.00539,0.01676
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 8 ,OMP,3,1024,8,0,0.00002,0.02222,0.04277,0.03138,0.09640
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 8 ,PTH,3,1024,8,0,0.00011,0.03388,0.01986,0.02281,0.07666
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 8 ,OMP,3,1024,8,1,0.00002,0.02613,0.04765,0.03155,0.10535
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 8 ,PTH,3,1024,8,1,0.00001,0.02201,0.02019,0.02537,0.06759
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 8 ,OMP,3,1024,8,2,0.00001,0.02580,0.04339,0.02713,0.09633
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 8 ,PTH,3,1024,8,2,0.00001,0.02214,0.01728,0.02212,0.06156
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 8 ,OMP,3,1024,8,3,0.00001,0.02589,0.04058,0.03289,0.09938
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 8 ,PTH,3,1024,8,3,0.00001,0.02215,0.01691,0.02314,0.06221
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 8 ,OMP,3,1024,8,4,0.00001,0.02335,0.03891,0.02668,0.08895
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 8 ,PTH,3,1024,8,4,0.00002,0.02251,0.01683,0.02288,0.06225
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 8 ,OMP,3,1024,8,5,0.00002,0.02337,0.04569,0.02785,0.09693
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 8 ,PTH,3,1024,8,5,0.00001,0.02219,0.01624,0.02233,0.06078
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 8 ,OMP,3,1024,8,6,0.00001,0.02213,0.04510,0.03138,0.09863
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 8 ,PTH,3,1024,8,6,0.00001,0.02882,0.01656,0.02359,0.06898
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 8 ,OMP,3,1024,8,7,0.00001,0.02409,0.04350,0.03008,0.09769
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 8 ,PTH,3,1024,8,7,0.00001,0.02226,0.01625,0.02238,0.06090
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 8 ,OMP,3,1024,8,8,0.00001,0.02315,0.04267,0.02762,0.09345
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 8 ,PTH,3,1024,8,8,0.00002,0.02269,0.01873,0.02401,0.06545
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 8 ,OMP,3,1024,8,9,0.00001,0.02319,0.04368,0.03201,0.09889
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 8 ,PTH,3,1024,8,9,0.00002,0.02227,0.01849,0.02811,0.06888
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 8 ,OMP,3,2048,8,0,0.00001,0.09531,0.14465,0.08100,0.32097
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 8 ,PTH,3,2048,8,0,0.00001,0.07241,0.05348,0.07765,0.20355
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 8 ,OMP,3,2048,8,1,0.00001,0.07215,0.12633,0.07751,0.27599
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 8 ,PTH,3,2048,8,1,0.00001,0.07004,0.04800,0.07436,0.19241
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 8 ,OMP,3,2048,8,2,0.00001,0.07021,0.12232,0.08419,0.27673
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 8 ,PTH,3,2048,8,2,0.00001,0.06986,0.04764,0.07708,0.19459
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 8 ,OMP,3,2048,8,3,0.00001,0.06930,0.11870,0.07481,0.26283
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 8 ,PTH,3,2048,8,3,0.00001,0.06994,0.04713,0.07222,0.18930
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 8 ,OMP,3,2048,8,4,0.00001,0.07362,0.11965,0.07438,0.26766
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 8 ,PTH,3,2048,8,4,0.00001,0.06842,0.04711,0.07339,0.18893
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 8 ,OMP,3,2048,8,5,0.00001,0.07088,0.11807,0.07458,0.26354
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 8 ,PTH,3,2048,8,5,0.00001,0.06935,0.04753,0.07294,0.18982
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 8 ,OMP,3,2048,8,6,0.00001,0.07089,0.12232,0.07614,0.26937
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 8 ,PTH,3,2048,8,6,0.00001,0.06927,0.04676,0.07431,0.19035
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 8 ,OMP,3,2048,8,7,0.00002,0.07347,0.12412,0.07394,0.27155
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 8 ,PTH,3,2048,8,7,0.00002,0.06966,0.04757,0.07241,0.18966
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 8 ,OMP,3,2048,8,8,0.00001,0.07594,0.11814,0.07513,0.26922
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 8 ,PTH,3,2048,8,8,0.00001,0.07080,0.04737,0.07223,0.19041
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 8 ,OMP,3,2048,8,9,0.00001,0.07023,0.12127,0.07322,0.26473
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 8 ,PTH,3,2048,8,9,0.00001,0.06898,0.04723,0.07059,0.18681
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 8 ,OMP,3,4096,8,0,0.00001,0.27546,0.47998,0.27006,1.02551
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 8 ,PTH,3,4096,8,0,0.00001,0.27224,0.19385,0.30231,0.76841
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 8 ,OMP,3,4096,8,1,0.00001,0.27632,0.47717,0.27117,1.02466
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 8 ,PTH,3,4096,8,1,0.00001,0.26619,0.19171,0.29942,0.75733
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 8 ,OMP,3,4096,8,2,0.00001,0.27861,0.48127,0.27192,1.03182
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 8 ,PTH,3,4096,8,2,0.00001,0.27810,0.19532,0.29888,0.77230
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 8 ,OMP,3,4096,8,3,0.00001,0.28189,0.47521,0.28162,1.03872
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 8 ,PTH,3,4096,8,3,0.00001,0.27135,0.19226,0.30180,0.76542
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 8 ,OMP,3,4096,8,4,0.00001,0.27724,0.48266,0.26472,1.02463
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 8 ,PTH,3,4096,8,4,0.00001,0.26886,0.19897,0.30121,0.76905
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 8 ,OMP,3,4096,8,5,0.00001,0.28058,0.47800,0.27277,1.03136
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 8 ,PTH,3,4096,8,5,0.00001,0.27515,0.19400,0.31667,0.78584
